,index,year,month,categories,problem_type_1,count
2806,2806,2019,10,CriminalBehaviour,Illitcit Substance,181
2807,2807,2019,10,CriminalBehaviour,Irregular Construction,1
2808,2808,2019,10,CriminalBehaviour,Misuse of transport card,4
2809,2809,2019,10,CriminalBehaviour,Murder,1
2810,2810,2019,10,CriminalBehaviour,Obscene/libelous acts,19
2811,2811,2019,10,CriminalBehaviour,Physical/Verbal Agression,49
2812,2812,2019,10,CriminalBehaviour,Rape,3
2813,2813,2019,10,CriminalBehaviour,Robbery,109
2814,2814,2019,10,CriminalBehaviour,Sexual harassment,15
2815,2815,2019,10,CriminalBehaviour,Theft,63
2816,2816,2019,10,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
2817,2817,2019,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
2818,2818,2019,11,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2819,2819,2019,11,CriminalBehaviour,Agression,31
2820,2820,2019,11,CriminalBehaviour,Break-in,71
2821,2821,2019,11,CriminalBehaviour,Corporal injury,3
2822,2822,2019,11,CriminalBehaviour,Environmental crime,3
2823,2823,2019,11,CriminalBehaviour,Fishing in Prohibited Places,4
2824,2824,2019,11,CriminalBehaviour,Fraud (monetary),1
2825,2825,2019,11,CriminalBehaviour,Gambling,2
2826,2826,2019,11,CriminalBehaviour,Gang-sacking/pillaging,3
2827,2827,2019,11,CriminalBehaviour,Gunshot,6
2828,2828,2019,11,CriminalBehaviour,Illegal possession,6
2829,2829,2019,11,CriminalBehaviour,Illitcit Substance,144
2830,2830,2019,11,CriminalBehaviour,Irregular Construction,1
2831,2831,2019,11,CriminalBehaviour,Kidnapping and imprisonment,1
2832,2832,2019,11,CriminalBehaviour,Misuse of transport card,2
2833,2833,2019,11,CriminalBehaviour,Murder,1
2834,2834,2019,11,CriminalBehaviour,Obscene/libelous acts,7
2835,2835,2019,11,CriminalBehaviour,Physical/Verbal Agression,57
2836,2836,2019,11,CriminalBehaviour,Rape,1
2837,2837,2019,11,CriminalBehaviour,Robbery,110
2838,2838,2019,11,CriminalBehaviour,Sexual harassment,9
2839,2839,2019,11,CriminalBehaviour,Theft,77
2840,2840,2019,11,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2841,2841,2019,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,50
2842,2842,2019,12,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2843,2843,2019,12,CriminalBehaviour,Agression,24
2844,2844,2019,12,CriminalBehaviour,Break-in,88
2845,2845,2019,12,CriminalBehaviour,Corporal injury,4
2846,2846,2019,12,CriminalBehaviour,Crime against individual liberty,1
2847,2847,2019,12,CriminalBehaviour,Environmental crime,3
2848,2848,2019,12,CriminalBehaviour,False money,1
2849,2849,2019,12,CriminalBehaviour,Fishing in Prohibited Places,4
2850,2850,2019,12,CriminalBehaviour,Gunshot,5
2851,2851,2019,12,CriminalBehaviour,Illegal possession,3
2852,2852,2019,12,CriminalBehaviour,Illitcit Substance,179
2853,2853,2019,12,CriminalBehaviour,Irregular Construction,2
2854,2854,2019,12,CriminalBehaviour,Maltreatment,1
2855,2855,2019,12,CriminalBehaviour,Misuse of transport card,9
2856,2856,2019,12,CriminalBehaviour,Obscene/libelous acts,12
2857,2857,2019,12,CriminalBehaviour,Physical/Verbal Agression,78
2858,2858,2019,12,CriminalBehaviour,Possession of explosive device,1
2859,2859,2019,12,CriminalBehaviour,Robbery,113
2860,2860,2019,12,CriminalBehaviour,Sexual harassment,4
2861,2861,2019,12,CriminalBehaviour,Theft,89
2862,2862,2019,12,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2863,2863,2019,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,69
2864,2864,2020,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
2865,2865,2020,1,CriminalBehaviour,Abuse of incapacitated persons,1
2866,2866,2020,1,CriminalBehaviour,Agression,27
2867,2867,2020,1,CriminalBehaviour,Break-in,110
2868,2868,2020,1,CriminalBehaviour,Corporal injury,6
2869,2869,2020,1,CriminalBehaviour,Corruption of minors,1
2870,2870,2020,1,CriminalBehaviour,Crime against individual liberty,1
2871,2871,2020,1,CriminalBehaviour,Environmental crime,4
2872,2872,2020,1,CriminalBehaviour,Fishing in Prohibited Places,6
2873,2873,2020,1,CriminalBehaviour,Fraud (monetary),1
2874,2874,2020,1,CriminalBehaviour,Gambling,2
2875,2875,2020,1,CriminalBehaviour,Gunshot,16
2876,2876,2020,1,CriminalBehaviour,Illegal possession,1
2877,2877,2020,1,CriminalBehaviour,Illitcit Substance,168
2878,2878,2020,1,CriminalBehaviour,Irregular Construction,2
2879,2879,2020,1,CriminalBehaviour,Misuse of transport card,9
2880,2880,2020,1,CriminalBehaviour,Obscene/libelous acts,14
2881,2881,2020,1,CriminalBehaviour,Physical/Verbal Agression,77
2882,2882,2020,1,CriminalBehaviour,Rape,2
2883,2883,2020,1,CriminalBehaviour,Robbery,137
2884,2884,2020,1,CriminalBehaviour,Sexual harassment,7
2885,2885,2020,1,CriminalBehaviour,Smuggling/contraband,3
2886,2886,2020,1,CriminalBehaviour,Theft,91
2887,2887,2020,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,46
2888,2888,2020,2,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2889,2889,2020,2,CriminalBehaviour,Abuse of incapacitated persons,2
2890,2890,2020,2,CriminalBehaviour,Agression,30
2891,2891,2020,2,CriminalBehaviour,Break-in,75
2892,2892,2020,2,CriminalBehaviour,Corporal injury,8
2893,2893,2020,2,CriminalBehaviour,Environmental crime,3
2894,2894,2020,2,CriminalBehaviour,Fishing in Prohibited Places,14
2895,2895,2020,2,CriminalBehaviour,Gambling,1
2896,2896,2020,2,CriminalBehaviour,Gang-sacking/pillaging,1
2897,2897,2020,2,CriminalBehaviour,Gunshot,50
2898,2898,2020,2,CriminalBehaviour,Illegal possession,4
2899,2899,2020,2,CriminalBehaviour,Illitcit Substance,109
2900,2900,2020,2,CriminalBehaviour,Kidnapping and imprisonment,1
2901,2901,2020,2,CriminalBehaviour,Misuse of transport card,12
2902,2902,2020,2,CriminalBehaviour,Obscene/libelous acts,11
2903,2903,2020,2,CriminalBehaviour,Physical/Verbal Agression,48
2904,2904,2020,2,CriminalBehaviour,Robbery,109
2905,2905,2020,2,CriminalBehaviour,Sexual harassment,12
2906,2906,2020,2,CriminalBehaviour,Theft,106
2907,2907,2020,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
2908,2908,2020,3,CriminalBehaviour,Agression,30
2909,2909,2020,3,CriminalBehaviour,Break-in,102
2910,2910,2020,3,CriminalBehaviour,Corporal injury,4
2911,2911,2020,3,CriminalBehaviour,Environmental crime,2
2912,2912,2020,3,CriminalBehaviour,Extortion,1
2913,2913,2020,3,CriminalBehaviour,Fishing in Prohibited Places,11
2914,2914,2020,3,CriminalBehaviour,Gambling,1
2915,2915,2020,3,CriminalBehaviour,Gang-sacking/pillaging,4
2916,2916,2020,3,CriminalBehaviour,Gunshot,5
2917,2917,2020,3,CriminalBehaviour,Illegal possession,1
2918,2918,2020,3,CriminalBehaviour,Illitcit Substance,117
2919,2919,2020,3,CriminalBehaviour,Irregular Construction,1
2920,2920,2020,3,CriminalBehaviour,Maltreatment,1
2921,2921,2020,3,CriminalBehaviour,Misuse of transport card,5
2922,2922,2020,3,CriminalBehaviour,Obscene/libelous acts,11
2923,2923,2020,3,CriminalBehaviour,Physical/Verbal Agression,76
2924,2924,2020,3,CriminalBehaviour,Robbery,124
2925,2925,2020,3,CriminalBehaviour,Sexual harassment,5
2926,2926,2020,3,CriminalBehaviour,Theft,109
2927,2927,2020,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,70
2928,2928,2020,4,CriminalBehaviour,Abuse of incapacitated persons,1
2929,2929,2020,4,CriminalBehaviour,Agression,20
2930,2930,2020,4,CriminalBehaviour,Break-in,117
2931,2931,2020,4,CriminalBehaviour,Corporal injury,7
2932,2932,2020,4,CriminalBehaviour,Environmental crime,6
2933,2933,2020,4,CriminalBehaviour,Fishing in Prohibited Places,9
2934,2934,2020,4,CriminalBehaviour,Fraud (monetary),2
2935,2935,2020,4,CriminalBehaviour,Gang-sacking/pillaging,2
2936,2936,2020,4,CriminalBehaviour,Gunshot,10
2937,2937,2020,4,CriminalBehaviour,Illegal possession,4
2938,2938,2020,4,CriminalBehaviour,Illitcit Substance,135
2939,2939,2020,4,CriminalBehaviour,Irregular Construction,2
2940,2940,2020,4,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
2941,2941,2020,4,CriminalBehaviour,Misuse of transport card,7
2942,2942,2020,4,CriminalBehaviour,Obscene/libelous acts,5
2943,2943,2020,4,CriminalBehaviour,Physical/Verbal Agression,56
2944,2944,2020,4,CriminalBehaviour,Rape,1
2945,2945,2020,4,CriminalBehaviour,Robbery,95
2946,2946,2020,4,CriminalBehaviour,Sexual harassment,2
2947,2947,2020,4,CriminalBehaviour,Theft,66
2948,2948,2020,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,82
2949,2949,2020,4,CriminalBehaviour,Violation of graves,1
2950,2950,2020,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2951,2951,2020,5,CriminalBehaviour,Agression,16
2952,2952,2020,5,CriminalBehaviour,Animal abuse,1
2953,2953,2020,5,CriminalBehaviour,Break-in,118
2954,2954,2020,5,CriminalBehaviour,Child grooming/enticement,1
2955,2955,2020,5,CriminalBehaviour,Corporal injury,4
2956,2956,2020,5,CriminalBehaviour,Environmental crime,12
2957,2957,2020,5,CriminalBehaviour,Fishing in Prohibited Places,1
2958,2958,2020,5,CriminalBehaviour,Gang-sacking/pillaging,2
2959,2959,2020,5,CriminalBehaviour,Gunshot,5
2960,2960,2020,5,CriminalBehaviour,Illegal possession,3
2961,2961,2020,5,CriminalBehaviour,Illitcit Substance,123
2962,2962,2020,5,CriminalBehaviour,Misuse of transport card,6
2963,2963,2020,5,CriminalBehaviour,Obscene/libelous acts,11
2964,2964,2020,5,CriminalBehaviour,Physical/Verbal Agression,35
2965,2965,2020,5,CriminalBehaviour,Prohibited sale of specific products to minors,1
2966,2966,2020,5,CriminalBehaviour,Robbery,88
2967,2967,2020,5,CriminalBehaviour,Sexual harassment,6
2968,2968,2020,5,CriminalBehaviour,Theft,66
2969,2969,2020,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,41
2970,2970,2020,6,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2971,2971,2020,6,CriminalBehaviour,Agression,23
2972,2972,2020,6,CriminalBehaviour,Break-in,97
2973,2973,2020,6,CriminalBehaviour,Corporal injury,5
2974,2974,2020,6,CriminalBehaviour,Embezzlement,1
2975,2975,2020,6,CriminalBehaviour,Environmental crime,3
2976,2976,2020,6,CriminalBehaviour,False Identity,1
2977,2977,2020,6,CriminalBehaviour,Fraud (monetary),1
2978,2978,2020,6,CriminalBehaviour,Gunshot,7
2979,2979,2020,6,CriminalBehaviour,Illegal possession,1
2980,2980,2020,6,CriminalBehaviour,Illitcit Substance,120
2981,2981,2020,6,CriminalBehaviour,Irregular Construction,2
2982,2982,2020,6,CriminalBehaviour,Misuse of transport card,3
2983,2983,2020,6,CriminalBehaviour,Obscene/libelous acts,10
2984,2984,2020,6,CriminalBehaviour,Physical/Verbal Agression,33
2985,2985,2020,6,CriminalBehaviour,Prank call,1
2986,2986,2020,6,CriminalBehaviour,Robbery,70
2987,2987,2020,6,CriminalBehaviour,Sexual harassment,1
2988,2988,2020,6,CriminalBehaviour,Theft,78
2989,2989,2020,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,60
2990,2990,2020,7,CriminalBehaviour,Agression,16
2991,2991,2020,7,CriminalBehaviour,Break-in,93
2992,2992,2020,7,CriminalBehaviour,Corporal injury,6
2993,2993,2020,7,CriminalBehaviour,Environmental crime,10
2994,2994,2020,7,CriminalBehaviour,False Identity,1
2995,2995,2020,7,CriminalBehaviour,False money,3
2996,2996,2020,7,CriminalBehaviour,Fishing in Prohibited Places,1
2997,2997,2020,7,CriminalBehaviour,Fraud (monetary),1
2998,2998,2020,7,CriminalBehaviour,Gambling,1
2999,2999,2020,7,CriminalBehaviour,Gang-sacking/pillaging,1
3000,3000,2020,7,CriminalBehaviour,Gunshot,3
3001,3001,2020,7,CriminalBehaviour,Homophobia,1
3002,3002,2020,7,CriminalBehaviour,Illegal possession,1
3003,3003,2020,7,CriminalBehaviour,Illitcit Substance,118
3004,3004,2020,7,CriminalBehaviour,Irregular Construction,4
3005,3005,2020,7,CriminalBehaviour,Kidnapping and imprisonment,1
3006,3006,2020,7,CriminalBehaviour,Maltreatment,1
3007,3007,2020,7,CriminalBehaviour,Misuse of transport card,5
3008,3008,2020,7,CriminalBehaviour,Obscene/libelous acts,3
3009,3009,2020,7,CriminalBehaviour,Physical/Verbal Agression,51
3010,3010,2020,7,CriminalBehaviour,Refuse to indentify yourself to the police,1
3011,3011,2020,7,CriminalBehaviour,Robbery,62
3012,3012,2020,7,CriminalBehaviour,Smuggling/contraband,1
3013,3013,2020,7,CriminalBehaviour,Theft,81
3014,3014,2020,7,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",3
3015,3015,2020,7,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,48
3016,3016,2020,8,CriminalBehaviour,Agression,28
3017,3017,2020,8,CriminalBehaviour,Animal abuse,3
3018,3018,2020,8,CriminalBehaviour,Break-in,104
3019,3019,2020,8,CriminalBehaviour,Corporal injury,8
3020,3020,2020,8,CriminalBehaviour,Crime against individual liberty,1
3021,3021,2020,8,CriminalBehaviour,Environmental crime,3
3022,3022,2020,8,CriminalBehaviour,Fishing in Prohibited Places,1
3023,3023,2020,8,CriminalBehaviour,Fraud (monetary),3
3024,3024,2020,8,CriminalBehaviour,Gambling,2
3025,3025,2020,8,CriminalBehaviour,Gunshot,5
3026,3026,2020,8,CriminalBehaviour,Illitcit Substance,144
3027,3027,2020,8,CriminalBehaviour,Irregular Construction,5
3028,3028,2020,8,CriminalBehaviour,Misuse of transport card,7
3029,3029,2020,8,CriminalBehaviour,Obscene/libelous acts,10
3030,3030,2020,8,CriminalBehaviour,Physical/Verbal Agression,64
3031,3031,2020,8,CriminalBehaviour,Robbery,45
3032,3032,2020,8,CriminalBehaviour,Sexual harassment,5
3033,3033,2020,8,CriminalBehaviour,Smuggling/contraband,1
3034,3034,2020,8,CriminalBehaviour,Theft,78
3035,3035,2020,8,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
3036,3036,2020,8,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,56
3037,3037,2020,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
3038,3038,2020,9,CriminalBehaviour,Agression,21
3039,3039,2020,9,CriminalBehaviour,Animal abuse,1
3040,3040,2020,9,CriminalBehaviour,Break-in,91
3041,3041,2020,9,CriminalBehaviour,Child grooming/enticement,1
3042,3042,2020,9,CriminalBehaviour,Corporal injury,5
3043,3043,2020,9,CriminalBehaviour,Crime against individual liberty,1
3044,3044,2020,9,CriminalBehaviour,Environmental crime,3
3045,3045,2020,9,CriminalBehaviour,Extortion,1
3046,3046,2020,9,CriminalBehaviour,False money,1
3047,3047,2020,9,CriminalBehaviour,Fishing in Prohibited Places,4
3048,3048,2020,9,CriminalBehaviour,Gang-sacking/pillaging,3
3049,3049,2020,9,CriminalBehaviour,Gunshot,11
3050,3050,2020,9,CriminalBehaviour,Illegal possession,3
3051,3051,2020,9,CriminalBehaviour,Illitcit Substance,125
3052,3052,2020,9,CriminalBehaviour,Irregular Construction,4
3053,3053,2020,9,CriminalBehaviour,Maltreatment,1
3054,3054,2020,9,CriminalBehaviour,Misuse of transport card,3
3055,3055,2020,9,CriminalBehaviour,Obscene/libelous acts,7
3056,3056,2020,9,CriminalBehaviour,Physical/Verbal Agression,73
3057,3057,2020,9,CriminalBehaviour,Robbery,63
3058,3058,2020,9,CriminalBehaviour,Sexual harassment,6
3059,3059,2020,9,CriminalBehaviour,Theft,85
3060,3060,2020,9,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,62
3061,3061,2020,10,CriminalBehaviour,Agression,28
3062,3062,2020,10,CriminalBehaviour,Animal abuse,3
3063,3063,2020,10,CriminalBehaviour,Break-in,101
3064,3064,2020,10,CriminalBehaviour,Corporal injury,2
3065,3065,2020,10,CriminalBehaviour,Environmental crime,4
3066,3066,2020,10,CriminalBehaviour,Exploitation of minors,1
3067,3067,2020,10,CriminalBehaviour,Fishing in Prohibited Places,6
3068,3068,2020,10,CriminalBehaviour,Fraud (monetary),1
3069,3069,2020,10,CriminalBehaviour,Gang-sacking/pillaging,1
3070,3070,2020,10,CriminalBehaviour,Gunshot,15
3071,3071,2020,10,CriminalBehaviour,Illegal possession,2
3072,3072,2020,10,CriminalBehaviour,Illitcit Substance,159
3073,3073,2020,10,CriminalBehaviour,Irregular Construction,3
3074,3074,2020,10,CriminalBehaviour,Irregular landfill,1
3075,3075,2020,10,CriminalBehaviour,Maltreatment,1
3076,3076,2020,10,CriminalBehaviour,Misuse of transport card,7
3077,3077,2020,10,CriminalBehaviour,Obscene/libelous acts,9
3078,3078,2020,10,CriminalBehaviour,Physical/Verbal Agression,84
3079,3079,2020,10,CriminalBehaviour,Prank call,1
3080,3080,2020,10,CriminalBehaviour,Rape,1
3081,3081,2020,10,CriminalBehaviour,Robbery,71
3082,3082,2020,10,CriminalBehaviour,Sexual harassment,6
3083,3083,2020,10,CriminalBehaviour,Theft,83
3084,3084,2020,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,84
3085,3085,2020,11,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3086,3086,2020,11,CriminalBehaviour,Agression,21
3087,3087,2020,11,CriminalBehaviour,Animal abuse,1
3088,3088,2020,11,CriminalBehaviour,Break-in,94
3089,3089,2020,11,CriminalBehaviour,Corporal injury,2
3090,3090,2020,11,CriminalBehaviour,Environmental crime,1
3091,3091,2020,11,CriminalBehaviour,Exploitation of minors,1
3092,3092,2020,11,CriminalBehaviour,False money,1
3093,3093,2020,11,CriminalBehaviour,Fishing in Prohibited Places,2
3094,3094,2020,11,CriminalBehaviour,Gunshot,18
3095,3095,2020,11,CriminalBehaviour,Illegal possession,2
3096,3096,2020,11,CriminalBehaviour,Illitcit Substance,144
3097,3097,2020,11,CriminalBehaviour,Kidnapping and imprisonment,1
3098,3098,2020,11,CriminalBehaviour,Misuse of transport card,4
3099,3099,2020,11,CriminalBehaviour,Obscene/libelous acts,10
3100,3100,2020,11,CriminalBehaviour,Omission of assistance,1
3101,3101,2020,11,CriminalBehaviour,Physical/Verbal Agression,68
3102,3102,2020,11,CriminalBehaviour,Robbery,66
3103,3103,2020,11,CriminalBehaviour,Sexual harassment,7
3104,3104,2020,11,CriminalBehaviour,Theft,85
3105,3105,2020,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,80
3106,3106,2020,12,CriminalBehaviour,Agression,18
3107,3107,2020,12,CriminalBehaviour,Animal abuse,1
3108,3108,2020,12,CriminalBehaviour,Break-in,93
3109,3109,2020,12,CriminalBehaviour,Corporal injury,9
3110,3110,2020,12,CriminalBehaviour,Environmental crime,3
3111,3111,2020,12,CriminalBehaviour,Fishing in Prohibited Places,5
3112,3112,2020,12,CriminalBehaviour,Gambling,1
3113,3113,2020,12,CriminalBehaviour,Gang-sacking/pillaging,1
3114,3114,2020,12,CriminalBehaviour,Gunshot,17
3115,3115,2020,12,CriminalBehaviour,Illegal possession,3
3116,3116,2020,12,CriminalBehaviour,Illitcit Substance,121
3117,3117,2020,12,CriminalBehaviour,Irregular Construction,5
3118,3118,2020,12,CriminalBehaviour,Misuse of transport card,2
3119,3119,2020,12,CriminalBehaviour,Obscene/libelous acts,9
3120,3120,2020,12,CriminalBehaviour,Physical/Verbal Agression,81
3121,3121,2020,12,CriminalBehaviour,Prank call,1
3122,3122,2020,12,CriminalBehaviour,Robbery,77
3123,3123,2020,12,CriminalBehaviour,Sexual harassment,8
3124,3124,2020,12,CriminalBehaviour,Theft,101
3125,3125,2020,12,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",3
3126,3126,2020,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,81
3127,3127,2021,1,CriminalBehaviour,Agression,20
3128,3128,2021,1,CriminalBehaviour,Animal abuse,7
3129,3129,2021,1,CriminalBehaviour,Break-in,114
3130,3130,2021,1,CriminalBehaviour,Corporal injury,7
3131,3131,2021,1,CriminalBehaviour,Crime against individual liberty,1
3132,3132,2021,1,CriminalBehaviour,Environmental crime,4
3133,3133,2021,1,CriminalBehaviour,Exploitation of minors,1
3134,3134,2021,1,CriminalBehaviour,Fishing in Prohibited Places,7
3135,3135,2021,1,CriminalBehaviour,Fraud (monetary),4
3136,3136,2021,1,CriminalBehaviour,Gambling,3
3137,3137,2021,1,CriminalBehaviour,Gang-sacking/pillaging,1
3138,3138,2021,1,CriminalBehaviour,Gunshot,3
3139,3139,2021,1,CriminalBehaviour,Illegal possession,1
3140,3140,2021,1,CriminalBehaviour,Illitcit Substance,157
3141,3141,2021,1,CriminalBehaviour,Irregular Construction,1
3142,3142,2021,1,CriminalBehaviour,Irregular landfill,1
3143,3143,2021,1,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
3144,3144,2021,1,CriminalBehaviour,Misuse of transport card,3
3145,3145,2021,1,CriminalBehaviour,Obscene/libelous acts,4
3146,3146,2021,1,CriminalBehaviour,Physical/Verbal Agression,72
3147,3147,2021,1,CriminalBehaviour,Robbery,70
3148,3148,2021,1,CriminalBehaviour,Sexual harassment,13
3149,3149,2021,1,CriminalBehaviour,Theft,102
3150,3150,2021,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,70
3151,3151,2021,2,CriminalBehaviour,Agression,26
3152,3152,2021,2,CriminalBehaviour,Break-in,92
3153,3153,2021,2,CriminalBehaviour,Corporal injury,7
3154,3154,2021,2,CriminalBehaviour,Environmental crime,3
3155,3155,2021,2,CriminalBehaviour,False money,1
3156,3156,2021,2,CriminalBehaviour,Fishing in Prohibited Places,7
3157,3157,2021,2,CriminalBehaviour,Fraud (monetary),2
3158,3158,2021,2,CriminalBehaviour,Gambling,1
3159,3159,2021,2,CriminalBehaviour,Gang-sacking/pillaging,1
3160,3160,2021,2,CriminalBehaviour,Gunshot,18
3161,3161,2021,2,CriminalBehaviour,Homophobia,1
3162,3162,2021,2,CriminalBehaviour,Illegal possession,3
3163,3163,2021,2,CriminalBehaviour,Illitcit Substance,128
3164,3164,2021,2,CriminalBehaviour,Irregular Construction,3
3165,3165,2021,2,CriminalBehaviour,Kidnapping and imprisonment,1
3166,3166,2021,2,CriminalBehaviour,Misuse of transport card,5
3167,3167,2021,2,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,37
3168,3168,2021,2,CriminalBehaviour,Obscene/libelous acts,8
3169,3169,2021,2,CriminalBehaviour,Physical/Verbal Agression,69
3170,3170,2021,2,CriminalBehaviour,Racism,1
3171,3171,2021,2,CriminalBehaviour,Robbery,55
3172,3172,2021,2,CriminalBehaviour,Sexual harassment,8
3173,3173,2021,2,CriminalBehaviour,Supplying alcohol to minors,1
3174,3174,2021,2,CriminalBehaviour,Theft,83
3175,3175,2021,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,69
3176,3176,2021,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3177,3177,2021,3,CriminalBehaviour,Agression,19
3178,3178,2021,3,CriminalBehaviour,Animal abuse,4
3179,3179,2021,3,CriminalBehaviour,Break-in,120
3180,3180,2021,3,CriminalBehaviour,Child grooming/enticement,1
3181,3181,2021,3,CriminalBehaviour,Corporal injury,4
3182,3182,2021,3,CriminalBehaviour,Environmental crime,4
3183,3183,2021,3,CriminalBehaviour,Extortion,1
3184,3184,2021,3,CriminalBehaviour,Fishing in Prohibited Places,12
3185,3185,2021,3,CriminalBehaviour,Fraud (monetary),1
3186,3186,2021,3,CriminalBehaviour,Gambling,1
3187,3187,2021,3,CriminalBehaviour,Gunshot,4
3188,3188,2021,3,CriminalBehaviour,Homophobia,1
3189,3189,2021,3,CriminalBehaviour,Illegal possession,2
3190,3190,2021,3,CriminalBehaviour,Illitcit Substance,148
3191,3191,2021,3,CriminalBehaviour,Irregular Construction,3
3192,3192,2021,3,CriminalBehaviour,Misuse of transport card,3
3193,3193,2021,3,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,80
3194,3194,2021,3,CriminalBehaviour,Obscene/libelous acts,4
3195,3195,2021,3,CriminalBehaviour,Physical/Verbal Agression,68
3196,3196,2021,3,CriminalBehaviour,Rape,2
3197,3197,2021,3,CriminalBehaviour,Refuse to indentify yourself to the police,1
3198,3198,2021,3,CriminalBehaviour,Robbery,63
3199,3199,2021,3,CriminalBehaviour,Sexual harassment,4
3200,3200,2021,3,CriminalBehaviour,Theft,95
3201,3201,2021,3,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
3202,3202,2021,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,78
3203,3203,2021,4,CriminalBehaviour,Abuse of incapacitated persons,1
3204,3204,2021,4,CriminalBehaviour,Agression,24
3205,3205,2021,4,CriminalBehaviour,Animal abuse,3
3206,3206,2021,4,CriminalBehaviour,Break-in,106
3207,3207,2021,4,CriminalBehaviour,Corporal injury,4
3208,3208,2021,4,CriminalBehaviour,Environmental crime,7
3209,3209,2021,4,CriminalBehaviour,Fishing in Prohibited Places,10
3210,3210,2021,4,CriminalBehaviour,Fraud (monetary),1
3211,3211,2021,4,CriminalBehaviour,Gunshot,8
3212,3212,2021,4,CriminalBehaviour,Illitcit Substance,135
3213,3213,2021,4,CriminalBehaviour,Irregular Construction,1
3214,3214,2021,4,CriminalBehaviour,Maltreatment,1
3215,3215,2021,4,CriminalBehaviour,Misuse of transport card,6
3216,3216,2021,4,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,36
3217,3217,2021,4,CriminalBehaviour,Obscene/libelous acts,9
3218,3218,2021,4,CriminalBehaviour,Physical/Verbal Agression,75
3219,3219,2021,4,CriminalBehaviour,Robbery,68
3220,3220,2021,4,CriminalBehaviour,Sexual harassment,6
3221,3221,2021,4,CriminalBehaviour,Stalking,1
3222,3222,2021,4,CriminalBehaviour,Theft,114
3223,3223,2021,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,60
3224,3224,2021,4,CriminalBehaviour,Violation of graves,1
3225,3225,2021,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
3226,3226,2021,5,CriminalBehaviour,Agression,24
3227,3227,2021,5,CriminalBehaviour,Animal abuse,1
3228,3228,2021,5,CriminalBehaviour,Break-in,75
3229,3229,2021,5,CriminalBehaviour,Corporal injury,2
3230,3230,2021,5,CriminalBehaviour,Discrimination,1
3231,3231,2021,5,CriminalBehaviour,Environmental crime,2
3232,3232,2021,5,CriminalBehaviour,False money,1
3233,3233,2021,5,CriminalBehaviour,Fishing in Prohibited Places,2
3234,3234,2021,5,CriminalBehaviour,Fraud (monetary),1
3235,3235,2021,5,CriminalBehaviour,Gunshot,12
3236,3236,2021,5,CriminalBehaviour,Illegal possession,4
3237,3237,2021,5,CriminalBehaviour,Illitcit Substance,123
3238,3238,2021,5,CriminalBehaviour,Misuse of transport card,1
3239,3239,2021,5,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,15
3240,3240,2021,5,CriminalBehaviour,Obscene/libelous acts,7
