,index,year,month,week_day,weekDay_rads,categories,problem_type_1,count
11669,11669,2020,12,5-Thursday,6.058785831923172,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
11670,11670,2020,12,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,13
11671,11671,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,1
11672,11672,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,11
11673,11673,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,2
11674,11674,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,1
11675,11675,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Gunshot,1
11676,11676,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Illegal possession,1
11677,11677,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,14
11678,11678,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,2
11679,11679,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,13
11680,11680,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,3
11681,11681,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Sexual harassment,1
11682,11682,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,17
11683,11683,2020,12,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,10
11684,11684,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,1
11685,11685,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,12
11686,11686,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,3
11687,11687,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Environmental crime,2
11688,11688,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,2
11689,11689,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,1
11690,11690,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,1
11691,11691,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,15
11692,11692,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Irregular Construction,1
11693,11693,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,10
11694,11694,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,8
11695,11695,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
11696,11696,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,5
11697,11697,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
11698,11698,2020,12,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,13
11699,11699,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,4
11700,11700,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,16
11701,11701,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
11702,11702,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Fishing in Prohibited Places,2
11703,11703,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Gunshot,1
11704,11704,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,22
11705,11705,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Misuse of transport card,1
11706,11706,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,1
11707,11707,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,13
11708,11708,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,19
11709,11709,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,16
11710,11710,2021,1,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,16
11711,11711,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Agression,4
11712,11712,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Animal abuse,1
11713,11713,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,16
11714,11714,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Gambling,1
11715,11715,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,17
11716,11716,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,1
11717,11717,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,1
11718,11718,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,10
11719,11719,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,6
11720,11720,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,4
11721,11721,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Theft,15
11722,11722,2021,1,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8
11723,11723,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,1
11724,11724,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Animal abuse,2
11725,11725,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,9
11726,11726,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,1
11727,11727,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Environmental crime,1
11728,11728,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Exploitation of minors,1
11729,11729,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Fraud (monetary),1
11730,11730,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Gambling,1
11731,11731,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,24
11732,11732,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
11733,11733,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,10
11734,11734,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,6
11735,11735,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Sexual harassment,3
11736,11736,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,14
11737,11737,2021,1,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,9
11738,11738,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,1
11739,11739,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,14
11740,11740,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,1
11741,11741,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Fishing in Prohibited Places,1
11742,11742,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Fraud (monetary),2
11743,11743,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,18
11744,11744,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Irregular landfill,1
11745,11745,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,5
11746,11746,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,7
11747,11747,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Sexual harassment,1
11748,11748,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,18
11749,11749,2021,1,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8
11750,11750,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,2
11751,11751,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Animal abuse,2
11752,11752,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,21
11753,11753,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Fishing in Prohibited Places,2
11754,11754,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Fraud (monetary),1
11755,11755,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Gambling,1
11756,11756,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Gang-sacking/pillaging,1
11757,11757,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,1
11758,11758,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,26
11759,11759,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,7
11760,11760,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,12
11761,11761,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Sexual harassment,2
11762,11762,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,8
11763,11763,2021,1,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,7
11764,11764,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,5
11765,11765,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Animal abuse,2
11766,11766,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,24
11767,11767,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,1
11768,11768,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Crime against individual liberty,1
11769,11769,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Environmental crime,1
11770,11770,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,2
11771,11771,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,28
11772,11772,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Irregular Construction,1
11773,11773,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
11774,11774,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,1
11775,11775,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,15
11776,11776,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,10
11777,11777,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Sexual harassment,1
11778,11778,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,15
11779,11779,2021,1,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,12
11780,11780,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,3
11781,11781,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,14
11782,11782,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,4
11783,11783,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Environmental crime,1
11784,11784,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,1
11785,11785,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,1
11786,11786,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,22
11787,11787,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
11788,11788,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,12
11789,11789,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,10
11790,11790,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,2
11791,11791,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,16
11792,11792,2021,1,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,10
11793,11793,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,3
11794,11794,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,22
11795,11795,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,2
11796,11796,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Gang-sacking/pillaging,1
11797,11797,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Gunshot,13
11798,11798,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,15
11799,11799,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Irregular Construction,1
11800,11800,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,5
11801,11801,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,1
11802,11802,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,8
11803,11803,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Racism,1
11804,11804,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,8
11805,11805,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Sexual harassment,1
11806,11806,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Supplying alcohol to minors,1
11807,11807,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,13
11808,11808,2021,2,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,11
11809,11809,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Agression,3
11810,11810,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,14
11811,11811,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,2
11812,11812,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Illegal possession,1
11813,11813,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,19
11814,11814,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,4
11815,11815,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,11
11816,11816,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,6
11817,11817,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Theft,14
11818,11818,2021,2,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,4
11819,11819,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,4
11820,11820,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,11
11821,11821,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,1
11822,11822,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Environmental crime,1
11823,11823,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Fraud (monetary),1
11824,11824,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,22
11825,11825,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,2
11826,11826,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,5
11827,11827,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,1
11828,11828,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,13
11829,11829,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,10
11830,11830,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,12
11831,11831,2021,2,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8
11832,11832,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,3
11833,11833,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,14
11834,11834,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Corporal injury,1
11835,11835,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Fishing in Prohibited Places,2
11836,11836,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Illegal possession,1
11837,11837,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,21
11838,11838,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Irregular Construction,1
11839,11839,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Kidnapping and imprisonment,1
11840,11840,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Misuse of transport card,2
11841,11841,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,2
11842,11842,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,1
11843,11843,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,11
11844,11844,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,11
11845,11845,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Sexual harassment,3
11846,11846,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,18
11847,11847,2021,2,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,13
11848,11848,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,6
11849,11849,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,9
11850,11850,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Corporal injury,2
11851,11851,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Environmental crime,1
11852,11852,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Illegal possession,1
11853,11853,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,12
11854,11854,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Misuse of transport card,1
11855,11855,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,4
11856,11856,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,3
11857,11857,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,12
11858,11858,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,9
11859,11859,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Sexual harassment,3
11860,11860,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,7
11861,11861,2021,2,5-Thursday,6.058785831923172,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8
11862,11862,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,1
11863,11863,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,10
11864,11864,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,1
11865,11865,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Environmental crime,1
11866,11866,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,1
11867,11867,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Fraud (monetary),1
11868,11868,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,24
11869,11869,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,7
11870,11870,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,1
11871,11871,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,7
11872,11872,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,6
11873,11873,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,11
11874,11874,2021,2,6-Friday,0.6731984257692414,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,14
11875,11875,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,6
11876,11876,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,12
11877,11877,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,False money,1
11878,11878,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,2
11879,11879,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Gambling,1
11880,11880,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,5
11881,11881,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Homophobia,1
11882,11882,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,15
11883,11883,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Irregular Construction,1
11884,11884,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,10
11885,11885,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
11886,11886,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,7
11887,11887,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,5
11888,11888,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
11889,11889,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,8
11890,11890,2021,2,7-Saturday,1.5707963267948966,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,11
11891,11891,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,4
11892,11892,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Animal abuse,1
11893,11893,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,22
11894,11894,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
11895,11895,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Fishing in Prohibited Places,3
11896,11896,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Illegal possession,1
11897,11897,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,27
11898,11898,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Irregular Construction,1
11899,11899,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,19
11900,11900,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,2
11901,11901,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,10
11902,11902,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,7
11903,11903,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,14
11904,11904,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
11905,11905,2021,3,1-Sunday,2.4683942278205517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,15
11906,11906,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
11907,11907,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Agression,2
11908,11908,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,18
11909,11909,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,2
11910,11910,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,20
11911,11911,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,1
11912,11912,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,7
11913,11913,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,1
11914,11914,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,9
11915,11915,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Refuse to indentify yourself to the police,1
11916,11916,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,13
11917,11917,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Theft,13
11918,11918,2021,3,2-Monday,3.365992128846207,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,10
11919,11919,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,2
11920,11920,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,12
11921,11921,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,1
11922,11922,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Environmental crime,1
11923,11923,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Fishing in Prohibited Places,4
11924,11924,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Fraud (monetary),1
11925,11925,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Gambling,1
11926,11926,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Gunshot,1
11927,11927,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,16
11928,11928,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
11929,11929,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,3
11930,11930,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,13
11931,11931,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Rape,1
11932,11932,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,9
11933,11933,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Sexual harassment,1
11934,11934,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,15
11935,11935,2021,3,3-Tuesday,4.263590029871862,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,7
11936,11936,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,2
11937,11937,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,23
11938,11938,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Child grooming/enticement,1
11939,11939,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,2
11940,11940,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Extortion,1
11941,11941,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,32
11942,11942,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,5
11943,11943,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,13
11944,11944,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,6
11945,11945,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,20
11946,11946,2021,3,4-Wednesday,5.161187930897517,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,15
11947,11947,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,4
11948,11948,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Animal abuse,2
11949,11949,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,19
11950,11950,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Fishing in Prohibited Places,2
11951,11951,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,1
11952,11952,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Illegal possession,1
11953,11953,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,20
11954,11954,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Irregular Construction,1
11955,11955,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,12
11956,11956,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,1
11957,11957,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,9
11958,11958,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,5
11959,11959,2021,3,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,12
